# lambda		w_0		w_1		w_2		w_3		F_0
  0.00		0.00000e+00		0.00000e+00		0.00000e+00		0.00000e+00		1.00000e+00
  0.05		1.00010e+00		3.19070e-07		3.19070e-07		6.83400e-12		9.99999e-01
  0.10		1.00160e+00		1.08650e-05		1.08650e-05		6.99622e-09		9.99978e-01
  0.15		1.00816e+00		9.14530e-05		9.14530e-05		4.04044e-07		9.99818e-01
  0.20		1.02610e+00		4.44890e-04		4.44890e-04		7.21804e-06		9.99127e-01
  0.25		1.06516e+00		1.63365e-03		1.63365e-03		6.81675e-05		9.96878e-01
  0.30		1.14040e+00		5.10752e-03		5.10752e-03		4.33066e-04		9.90749e-01
  0.35		1.27644e+00		1.45120e-02		1.45120e-02		2.10786e-03		9.76191e-01
  0.40		1.51651e+00		3.89286e-02		3.89286e-02		8.49950e-03		9.46124e-01
  0.45		1.94055e+00		1.00702e-01		1.00702e-01		2.98415e-02		8.93524e-01
  0.50		2.70092e+00		2.53496e-01		2.53496e-01		9.42134e-02		8.17934e-01
  0.55		4.08916e+00		6.21398e-01		6.21398e-01		2.73007e-01		7.29560e-01
  0.60		6.65455e+00		1.47740e+00		1.47740e+00		7.35274e-01		6.43286e-01
  0.65		1.14003e+01		3.38805e+00		3.38805e+00		1.85411e+00		5.69148e-01
  0.70		2.00838e+01		7.45655e+00		7.45655e+00		4.39644e+00		5.09827e-01
  0.75		3.56347e+01		1.56925e+01		1.56925e+01		9.82944e+00		4.63697e-01
  0.80		6.26820e+01		3.15170e+01		3.15170e+01		2.07660e+01		4.27916e-01
  0.85		1.08138e+02		6.03742e+01		6.03742e+01		4.15410e+01		3.99877e-01
  0.90		1.81741e+02		1.10369e+02		1.10369e+02		7.88634e+01		3.77572e-01
  0.95		2.96439e+02		1.92804e+02		1.92804e+02		1.42437e+02		3.59544e-01
  1.00		4.68455e+02		3.22468e+02		3.22468e+02		2.45398e+02		3.44759e-01
  1.05		7.16949e+02		5.17516e+02		5.17516e+02		4.04419e+02		3.32475e-01
  1.10		1.06321e+03		7.98884e+02		7.98884e+02		6.39344e+02		3.22153e-01
  1.15		1.52942e+03		1.18919e+03		1.18919e+03		9.72327e+02		3.13397e-01
  1.20		2.13714e+03		1.71128e+03		1.71128e+03		1.42650e+03		3.05909e-01
  1.25		2.90562e+03		2.38648e+03		2.38648e+03		2.02431e+03		2.99460e-01
  1.30		3.85027e+03		3.23291e+03		3.23291e+03		2.78579e+03		2.93872e-01
  1.35		4.98136e+03		4.26398e+03		4.26398e+03		3.72688e+03		2.89006e-01
  1.40		6.30312e+03		5.48725e+03		5.48725e+03		4.85810e+03		2.84749e-01
  1.45		7.81342e+03		6.90380e+03		6.90380e+03		6.18365e+03		2.81011e-01
  1.50		9.50384e+03		8.50815e+03		8.50815e+03		7.70111e+03		2.77717e-01
  1.55		1.13603e+04		1.02886e+04		1.02886e+04		9.40160e+03		2.74807e-01
  1.60		1.33639e+04		1.22283e+04		1.22283e+04		1.12704e+04		2.72228e-01
  1.65		1.54922e+04		1.43057e+04		1.43057e+04		1.32880e+04		2.69938e-01
  1.70		1.77201e+04		1.64966e+04		1.64966e+04		1.54311e+04		2.67900e-01
  1.75		2.00215e+04		1.87748e+04		1.87748e+04		1.76741e+04		2.66084e-01
  1.80		2.23702e+04		2.11134e+04		2.11134e+04		1.99903e+04		2.64463e-01
  1.85		2.47406e+04		2.34863e+04		2.34863e+04		2.23530e+04		2.63013e-01
  1.90		2.71090e+04		2.58683e+04		2.58683e+04		2.47363e+04		2.61715e-01
  1.95		2.94537e+04		2.82367e+04		2.82367e+04		2.71162e+04		2.60552e-01
  2.00		3.17557e+04		3.05707e+04		3.05707e+04		2.94710e+04		2.59509e-01
  2.05		3.39986e+04		3.28527e+04		3.28527e+04		3.17815e+04		2.58573e-01
  2.10		3.61688e+04		3.50676e+04		3.50676e+04		3.40314e+04		2.57731e-01
  2.15		3.82558e+04		3.72033e+04		3.72033e+04		3.62073e+04		2.56975e-01
  2.20		4.02511e+04		3.92504e+04		3.92504e+04		3.82983e+04		2.56294e-01
