# lambda		w_0		w_1		w_2		w_3		F_0
  0.00		0.00000e+00		0.00000e+00		0.00000e+00		0.00000e+00		1.00000e+00
  0.05		1.00006e+00		6.32336e-06		6.32336e-06		7.79575e-10		9.99987e-01
  0.10		1.00090e+00		1.04781e-04		1.04781e-04		1.98337e-07		9.99790e-01
  0.15		1.00457e+00		5.62431e-04		5.62431e-04		5.03468e-06		9.98877e-01
  0.20		1.01449e+00		1.93003e-03		1.93003e-03		4.96945e-05		9.96161e-01
  0.25		1.03570e+00		5.24092e-03		5.24092e-03		2.92385e-04		9.89704e-01
  0.30		1.07521e+00		1.23837e-02		1.23837e-02		1.24134e-03		9.76382e-01
  0.35		1.14287e+00		2.67669e-02		2.67669e-02		4.21279e-03		9.51902e-01
  0.40		1.25274e+00		5.44444e-02		5.44444e-02		1.21499e-02		9.11894e-01
  0.45		1.42521e+00		1.05897e-01		1.05897e-01		3.09689e-02		8.54456e-01
  0.50		1.68980e+00		1.98641e-01		1.98641e-01		7.16157e-02		7.82787e-01
  0.55		2.08857e+00		3.60701e-01		3.60701e-01		1.52977e-01		7.04896e-01
  0.60		2.67982e+00		6.34771e-01		6.34771e-01		3.05650e-01		6.29803e-01
  0.65		3.54120e+00		1.08254e+00		1.08254e+00		5.76311e-01		5.63652e-01
  0.70		4.77182e+00		1.78842e+00		1.78842e+00		1.03212e+00		5.08681e-01
  0.75		6.49214e+00		2.86154e+00		2.86154e+00		1.76424e+00		4.64406e-01
  0.80		8.84121e+00		4.43526e+00		4.43526e+00		2.88940e+00		4.29161e-01
  0.85		1.19709e+01		6.66329e+00		6.66329e+00		4.54862e+00		4.01088e-01
  0.90		1.60375e+01		9.71239e+00		9.71239e+00		6.90236e+00		3.78559e-01
  0.95		2.11913e+01		1.37522e+01		1.37522e+01		1.01223e+01		3.60286e-01
  1.00		2.75651e+01		1.89431e+01		1.89431e+01		1.43800e+01		3.45292e-01
  1.05		3.52639e+01		2.54238e+01		2.54238e+01		1.98348e+01		3.32846e-01
  1.10		4.43558e+01		3.33001e+01		3.33001e+01		2.66205e+01		3.22408e-01
  1.15		5.48662e+01		4.26357e+01		4.26357e+01		3.48349e+01		3.13570e-01
  1.20		6.67747e+01		5.34470e+01		5.34470e+01		4.45310e+01		3.06025e-01
  1.25		8.00162e+01		6.57016e+01		6.57016e+01		5.57129e+01		2.99538e-01
  1.30		9.44847e+01		7.93198e+01		7.93198e+01		6.83352e+01		2.93924e-01
  1.35		1.10040e+02		9.41806e+01		9.41806e+01		8.23059e+01		2.89041e-01
  1.40		1.26514e+02		1.10128e+02		1.10128e+02		9.74922e+01		2.84772e-01
  1.45		1.43721e+02		1.26982e+02		1.26982e+02		1.13729e+02		2.81026e-01
  1.50		1.61468e+02		1.44546e+02		1.44546e+02		1.30829e+02		2.77728e-01
  1.55		1.79557e+02		1.62615e+02		1.62615e+02		1.48591e+02		2.74814e-01
  1.60		1.97800e+02		1.80988e+02		1.80988e+02		1.66808e+02		2.72233e-01
  1.65		2.16018e+02		1.99472e+02		1.99472e+02		1.85279e+02		2.69941e-01
  1.70		2.34048e+02		2.17887e+02		2.17887e+02		2.03811e+02		2.67902e-01
  1.75		2.51748e+02		2.36070e+02		2.36070e+02		2.22229e+02		2.66085e-01
  1.80		2.68992e+02		2.53880e+02		2.53880e+02		2.40374e+02		2.64463e-01
  1.85		2.85681e+02		2.71196e+02		2.71196e+02		2.58109e+02		2.63013e-01
  1.90		3.01730e+02		2.87921e+02		2.87921e+02		2.75320e+02		2.61716e-01
  1.95		3.17078e+02		3.03976e+02		3.03976e+02		2.91914e+02		2.60553e-01
  2.00		3.31680e+02		3.19303e+02		3.19303e+02		3.07817e+02		2.59509e-01
  2.05		3.45507e+02		3.33862e+02		3.33862e+02		3.22977e+02		2.58573e-01
  2.10		3.58546e+02		3.47629e+02		3.47629e+02		3.37357e+02		2.57731e-01
  2.15		3.70794e+02		3.60593e+02		3.60593e+02		3.50939e+02		2.56975e-01
  2.20		3.82258e+02		3.72755e+02		3.72755e+02		3.63713e+02		2.56294e-01
